1.山东电信,#genre#
天气预报,http://hls.weathertv.cn/tslslive/qCFIfHB/hls/live_sd.m3u8
CCTV-1  综合,http://101.71.255.229:6610/zjhs/2/10078/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV-2  经济,http://101.71.255.229:6610/zjhs/2/10063/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV-3  综艺,http://101.71.255.229:6610/zjhs/2/10068/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV-4  国际,http://101.71.255.229:6610/zjhs/2/10074/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV-5  体育,http://101.71.255.229:6610/zjhs/2/10075/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV-6  电影,http://101.71.255.229:6610/zjhs/2/10065/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV-7  军事,http://ivi.bupt.edu.cn/hls/cctv7.m3u8
CCTV-8  电视剧,http://101.71.255.229:6610/zjhs/2/10061/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV-9  纪录,http://ivi.bupt.edu.cn/hls/cctv9.m3u8
CCTV-10 科教,http://ivi.bupt.edu.cn/hls/cctv10.m3u8
CCTV-11 戏曲,http://101.71.255.229:6610/zjhs/2/10073/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV-12 法制,http://ivi.bupt.edu.cn/hls/cctv12.m3u8
CCTV-13 新闻,http://101.71.255.229:6610/zjhs/2/10077/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV-14 少儿,http://ivi.bupt.edu.cn/hls/cctv14.m3u8
CCTV-15 音乐,http://101.71.255.229:6610/zjhs/2/10080/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV-17 农村,http://ivi.bupt.edu.cn/hls/cctv17.m3u8
电  影,http://101.71.255.229:6610/zjhs/2/10052/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
山东卫视,http://101.71.255.229:6610/zjhs/2/10039/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
江苏卫视,http://101.71.255.229:6610/zjhs/2/10027/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
东方卫视,http://101.71.255.229:6610/zjhs/2/10008/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
北京卫视,http://101.71.255.229:6610/zjhs/2/10004/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
广东卫视,http://101.71.255.229:6610/zjhs/2/10012/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
深圳卫视,http://101.71.255.229:6610/zjhs/2/10044/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
浙江卫视,http://ivi.bupt.edu.cn/hls/zjtv.m3u8
湖南卫视,http://101.71.255.229:6610/zjhs/2/10023/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
湖北卫视,http://101.71.255.229:6610/zjhs/2/10021/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
辽宁卫视,http://101.71.255.229:6610/zjhs/2/10032/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
吉林卫视,http://101.71.255.229:6610/zjhs/2/10025/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
黑龙江卫视,http://101.71.255.229:6610/zjhs/2/10019/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
东南卫视,http://101.71.255.229:6610/zjhs/2/10010/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
广西卫视,http://101.71.255.229:6610/zjhs/2/10014/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
河南卫视,http://101.71.255.229:6610/zjhs/2/10018/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
四川卫视,http://101.71.255.229:6610/zjhs/2/10046/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
云南卫视,http://101.71.255.229:6610/zjhs/2/10054/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
中国教育,http://101.71.255.229:6610/zjhs/2/10060/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
陕西卫视,http://101.71.255.229:6610/zjhs/2/10042/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
海南卫视,http://101.71.255.229:6610/zjhs/2/10034/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
重庆卫视,http://101.71.255.229:6610/zjhs/2/10081/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
青海卫视,http://101.71.255.229:6610/zjhs/2/10038/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
新疆卫视,http://101.71.255.229:6610/zjhs/2/10050/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
甘肃卫视,http://101.71.255.229:6610/zjhs/2/10011/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
内蒙古卫视,http://101.71.255.229:6610/zjhs/2/10035/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
山西卫视,http://101.71.255.229:6610/zjhs/2/10041/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
宁夏卫视,http://101.71.255.229:6610/zjhs/2/10036/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
西藏卫视,http://101.71.255.229:6610/zjhs/2/10049/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
兵团卫视,http://101.71.255.229:6610/zjhs/2/10006/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
新疆卫视1,http://livehyw5.chinamcache.com/hyw/zb01.m3u8
新疆综艺4,http://livehyw5.chinamcache.com/hyw/zb04.m3u8
新疆经济7,http://livehyw5.chinamcache.com/hyw/zb07.m3u8
新疆体育10,http://livehyw5.chinamcache.com/hyw/zb10.m3u8
新疆信息11,http://livehyw5.chinamcache.com/hyw/zb11.m3u8
新疆少儿12,http://livehyw5.chinamcache.com/hyw/zb12.m3u8
北京卫视,http://ivi.bupt.edu.cn/hls/btv1.m3u8
北京文艺,http://ivi.bupt.edu.cn/hls/btv2.m3u8
北京科教,http://ivi.bupt.edu.cn/hls/btv3.m3u8
北京影视,http://ivi.bupt.edu.cn/hls/btv4.m3u8
北京财经,http://ivi.bupt.edu.cn/hls/btv5.m3u8
北京生活,http://ivi.bupt.edu.cn/hls/btv7.m3u8
北京青年,http://ivi.bupt.edu.cn/hls/btv8.m3u8
北京新闻,http://ivi.bupt.edu.cn/hls/btv9.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel01/540p.m3u8
浙江国际10,http://hw-m-l.cztv.com/channels/lantian/channel10/540p.m3u8
浙江钱江2,http://hw-m-l.cztv.com/channels/lantian/channel02/540p.m3u8
浙江经济3,http://hw-m-l.cztv.com/channels/lantian/channel03/540p.m3u8
浙江4,http://hw-m-l.cztv.com/channels/lantian/channel04/540p.m3u8
浙江影视5,http://hw-m-l.cztv.com/channels/lantian/channel05/540p.m3u8
浙江6,http://hw-m-l.cztv.com/channels/lantian/channel06/540p.m3u8
浙江新闻7,http://hw-m-l.cztv.com/channels/lantian/channel07/540p.m3u8
浙江少儿8,http://hw-m-l.cztv.com/channels/lantian/channel08/540p.m3u8
浙江留学9,http://hw-m-l.cztv.com/channels/lantian/channel09/540p.m3u8
浙江数码时代12,http://hw-m-l.cztv.com/channels/lantian/channel12/540p.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel13/540p.m3u8
江苏体育,http://223.110.247.161:6610/gitv/live1/G_JSTY/G_JSTY
江苏影视,http://223.110.247.161:6610/gitv/live1/G_JSYS/G_JSYS
江苏教育,http://223.110.247.161:6610/gitv/live1/G_JSJY/G_JSJY
江苏城市,http://223.110.247.161:6610/gitv/live1/G_JSCS/G_JSCS
江苏公共,http://223.110.247.161:6610/gitv/live1/G_JSGG/G_JSGG
江苏综艺,http://223.110.247.161:6610/gitv/live1/G_JSZY/G_JSZY
京视剧场,http://223.110.247.161:6610/gitv/live1/G_JINGJU/G_JINGJU
南京新闻综合,http://223.110.247.161:6610/gitv/live1/G_NJXW/G_NJXW
南京科教,http://223.110.247.161:6610/gitv/live1/G_NJJK/G_NJJK
南京十八,http://223.110.247.161:6610/gitv/live1/G_NJSB/G_NJSB
上海教育,http://live.setv.sh.cn/slive/shedu02_1200k.m3u8?app=114040210343&videotype=1&uid=1
连云港新闻综合,http://live.lyg1.com/zhpd/sd/live.m3u8
连云港公共,http://live.lyg1.com/ggpd/sd/live.m3u8
莒县-1,http://61.162.225.122:8181/live/test1.m3u8
莒县-2,http://61.162.225.122:8181/live/test2.m3u8


4.北邮,#genre#
CCTV,#genre#
CCTV1综合,http://ivi.bupt.edu.cn/hls/cctv1.m3u8
CCTV2财经,http://ivi.bupt.edu.cn/hls/cctv2.m3u8
CCTV3综艺,http://ivi.bupt.edu.cn/hls/cctv3.m3u8
CCTV4国际,http://ivi.bupt.edu.cn/hls/cctv4.m3u8
CCTV5体育,http://ivi.bupt.edu.cn/hls/cctv5.m3u8
CCTV5+体育,http://ivi.bupt.edu.cn/hls/cctv5phd.m3u8
CCTV6电影,http://ivi.bupt.edu.cn/hls/cctv6.m3u8
CCTV7军事,http://ivi.bupt.edu.cn/hls/cctv7.m3u8
CCTV8电视剧,http://ivi.bupt.edu.cn/hls/cctv8.m3u8
CCTV9纪录,http://ivi.bupt.edu.cn/hls/cctv9.m3u8
CCTV10科教,http://ivi.bupt.edu.cn/hls/cctv10.m3u8
CCTV11戏曲,http://ivi.bupt.edu.cn/hls/cctv11.m3u8
CCTV12社会与法,http://ivi.bupt.edu.cn/hls/cctv12.m3u8
CCTV13新闻,http://ivi.bupt.edu.cn/hls/cctv13.m3u8
CCTV14少儿,http://ivi.bupt.edu.cn/hls/cctv14.m3u8
CCTV15音乐,http://ivi.bupt.edu.cn/hls/cctv15.m3u8
CGTN16英语,http://ivi.bupt.edu.cn/hls/cctv16.m3u8
北京,#genre#
北京卫视,http://ivi.bupt.edu.cn/hls/btv1.m3u8
北京文艺,http://ivi.bupt.edu.cn/hls/btv2.m3u8
北京纪实,http://ivi.bupt.edu.cn/hls/btv11.m3u8
北京科教,http://ivi.bupt.edu.cn/hls/btv3.m3u8
北京影视,http://ivi.bupt.edu.cn/hls/btv4.m3u8
北京财经,http://ivi.bupt.edu.cn/hls/btv5.m3u8
北京生活,http://ivi.bupt.edu.cn/hls/btv7.m3u8
北京青年,http://ivi.bupt.edu.cn/hls/btv8.m3u8
北京新闻,http://ivi.bupt.edu.cn/hls/btv9.m3u8
北京卡酷,http://ivi.bupt.edu.cn/hls/btv10.m3u8
卫视,#genre#
山东卫视,http://ivi.bupt.edu.cn/hls/sdtv.m3u8
东方卫视,http://ivi.bupt.edu.cn/hls/dftv.m3u8
浙江卫视,http://ivi.bupt.edu.cn/hls/zjtv.m3u8
深圳卫视,http://ivi.bupt.edu.cn/hls/sztv.m3u8
安徽卫视,http://ivi.bupt.edu.cn/hls/ahtv.m3u8
河南卫视,http://ivi.bupt.edu.cn/hls/hntv.m3u8
陕西卫视,http://ivi.bupt.edu.cn/hls/sxtv.m3u8
吉林卫视,http://ivi.bupt.edu.cn/hls/jltv.m3u8
广东卫视,http://ivi.bupt.edu.cn/hls/gdtv.m3u8
湖北卫视,http://ivi.bupt.edu.cn/hls/hbtv.m3u8
广西卫视,http://ivi.bupt.edu.cn/hls/gxtv.m3u8
河北卫视,http://ivi.bupt.edu.cn/hls/hebtv.m3u8
西藏卫视,http://ivi.bupt.edu.cn/hls/xztv.m3u8
内蒙古卫视,http://ivi.bupt.edu.cn/hls/nmtv.m3u8
青海卫视,http://ivi.bupt.edu.cn/hls/qhtv.m3u8
四川卫视,http://ivi.bupt.edu.cn/hls/sctv.m3u8
江苏卫视,http://ivi.bupt.edu.cn/hls/jstv.m3u8
天津卫视,http://ivi.bupt.edu.cn/hls/tjtv.m3u8
山西卫视,http://ivi.bupt.edu.cn/hls/sxrtv.m3u8
辽宁卫视,http://ivi.bupt.edu.cn/hls/lntv.m3u8
厦门卫视,http://ivi.bupt.edu.cn/hls/xmtv.m3u8
新疆卫视,http://ivi.bupt.edu.cn/hls/xjtv.m3u8
黑龙江卫视,http://ivi.bupt.edu.cn/hls/hljtv.m3u8
湖南卫视,http://ivi.bupt.edu.cn/hls/hunantv.m3u8
云南卫视,http://ivi.bupt.edu.cn/hls/yntv.m3u8
江西卫视,http://ivi.bupt.edu.cn/hls/jxtv.m3u8
东南卫视,http://ivi.bupt.edu.cn/hls/dntv.m3u8
贵州卫视,http://ivi.bupt.edu.cn/hls/gztv.m3u8
宁夏卫视,http://ivi.bupt.edu.cn/hls/nxtv.m3u8
甘肃卫视,http://ivi.bupt.edu.cn/hls/gstv.m3u8
重庆卫视,http://ivi.bupt.edu.cn/hls/cqtv.m3u8
兵团卫视,http://ivi.bupt.edu.cn/hls/bttv.m3u8
旅游卫视,http://ivi.bupt.edu.cn/hls/lytv.m3u8
CHC家庭影院,rtmp://ivi.bupt.edu.cn:1935/livetv/chctv
CHC动作电影,rtmp://ivi.bupt.edu.cn:1935/livetv/chcatv
金鹰卡通,rtmp://ivi.bupt.edu.cn:1935/livetv/jykttv
嘉佳卡通,rtmp://ivi.bupt.edu.cn:1935/livetv/jjkttv
炫动卡通,rtmp://ivi.bupt.edu.cn:1935/livetv/xdkttv
优漫卡通,rtmp://ivi.bupt.edu.cn:1935/livetv/ymkttv
山东教育,rtmp://ivi.bupt.edu.cn:1935/livetv/sdetv
凤凰,#genre#
凤凰中文,rtmp://ivi.bupt.edu.cn:1935/livetv/fhzw
凤凰资讯,rtmp://ivi.bupt.edu.cn:1935/livetv/fhzx
凤凰电影,rtmp://ivi.bupt.edu.cn:1935/livetv/fhdy
星空卫视,rtmp://ivi.bupt.edu.cn:1935/livetv/startv
探索频道,rtmp://ivi.bupt.edu.cn:1935/livetv/discovery
国家地理,rtmp://ivi.bupt.edu.cn:1935/livetv/natlgeo
STAR SPORTS,rtmp://ivi.bupt.edu.cn:1935/livetv/starsports
Channel[V],rtmp://ivi.bupt.edu.cn:1935/livetv/channelv
